SOURCE_ID,DATE,PERMITTED_ACRES,COMPLETED_ACRES,BURN_NAME,BURNTYPE_REPORTED,ENTITY_REQUESTING,LAT_PERMIT,LON_PERMIT,BURN_STATUS
CRD0001P,2016-01-05,20,0,Pine Lake Piles,Pile,"Bureau of Land Management, Colorado River, Colorado River (CRD)",35.15,-113.88999999999999,Incomplete
KNF0133P,2016-01-05,13,0,South Side Piles,Pile,"U.S. Forest Service, Kaibab, Williams",35.214,-112.221,Incomplete
KNF0128P,2016-01-05,1,0,North Side Piles,Pile,"U.S. Forest Service, Kaibab, Williams",35.316,-111.93799999999999,Incomplete
CNF0416P,2016-01-05,10,0,PERP,Pile,"U.S. Forest Service, Coronado, Safford",32.67,-109.79000000000002,Incomplete
PNF0337P,2016-01-05,30,10,West Zone Piles,Pile,"U.S. Forest Service, Prescott, Bradshaw",34.46,-112.39999999999998,Complete
CRD0001P,2016-01-06,15,15,Pine Lake Piles,Pile,"Bureau of Land Management, Colorado River, Colorado River (CRD)",35.09,-113.86879999999996,Complete
AZSBR1605P,2016-01-06,5,5,Hazard Fuel Piles 2016-2018,Pile,"U.S. Fish & Wildlife Service, NA, San Bernardino",31.344,-109.25768,Complete
CNF0520P,2016-01-06,1,1,Santa Catalina District Wide Piles,Pile,"U.S. Forest Service, Coronado, Santa Catalina",32.318304695876904,-110.82288198471076,Complete
PNF0337P,2016-01-06,30,0,West Zone Piles,Pile,"U.S. Forest Service, Prescott, Bradshaw",34.46324795932252,-112.40158822967112,Incomplete
CNF0520P,2016-01-06,5,0,Santa Catalina District Wide Piles,Pile,"U.S. Forest Service, Coronado, Santa Catalina",32.37275284416935,-110.69248371124274,Incomplete
CRD0015cP,2016-01-07,1,1,CRD Misc Piles (Oxbow Lake),Pile,"Bureau of Land Management, Colorado River, Colorado River (CRD)",35.152,-114.12110000000001,Complete
PNF0337P,2016-01-07,30,0,West Zone Piles,Pile,"U.S. Forest Service, Prescott, Bradshaw",34.4685184752148,-112.4259160645064,Incomplete
PNF0337P,2016-01-11,30,0,West Zone Piles,Pile,"U.S. Forest Service, Prescott, Bradshaw",34.46600071906576,-112.40351084966585,Incomplete
PNF0337P,2016-01-12,30,0,West Zone Piles,Pile,"U.S. Forest Service, Prescott, Bradshaw",34.508,-112.476,Incomplete
XXH1501P,2016-01-14,5,1,Fort Huachuca Piles,Pile,"Department of Defense, NA, Ft Huachuca",31.46,-110.32999999999998,Complete
COF0224P,2016-01-14,10,10,Flagstaff RD Piles,Pile,"U.S. Forest Service, Coconino, Flagstaff (COF)",35.23164573805887,-111.5837894973755,Complete
ASF140P,2016-01-14,50,2,East Zone Piles (Alpine),Pile,"U.S. Forest Service, Apache Sitgreaves, Alpine",33.73807955827816,-109.11344881196317,Complete
COF0224P,2016-01-15,1,0,Flagstaff RD Piles,Pile,"U.S. Forest Service, Coconino, Flagstaff (COF)",35.20324671706084,-111.72412267303469,Incomplete
CRD0002B,2016-01-18,115,55,Pine Lake South,Broadcast,"Bureau of Land Management, Colorado River, Colorado River (CRD)",35.087,-113.85399999999998,Complete
CRD0002B,2016-01-19,110,0,Pine Lake South,Broadcast,"Bureau of Land Management, Colorado River, Colorado River (CRD)",35.087,-113.85399999999998,Incomplete
TNF0408B,2016-01-19,136,0,Myrtle,Broadcast,"U.S. Forest Service, NA, Payson",34.35319847645523,-111.14836949157711,Incomplete
PNF0337P,2016-01-19,30,30,West Zone Piles,Pile,"U.S. Forest Service, Prescott, Bradshaw",34.47514720064981,-112.51307885742187,Complete
CRD0015cP,2016-01-20,10,10,CRD Misc Piles (Oxbow Lake),Pile,"Bureau of Land Management, Colorado River, Colorado River (CRD)",34.298,-113.423,Complete
PNF0337P,2016-01-20,30,30,West Zone Piles,Pile,"U.S. Forest Service, Prescott, Bradshaw",34.47921559224179,-112.51335351143405,Complete
TNF0408B,2016-01-20,176,1,Myrtle,Broadcast,"U.S. Forest Service, NA, Payson",34.379837468598645,-111.22638958740231,Complete
CNF0410P,2016-01-20,5,0,Safford Misc. Piles,Pile,"U.S. Forest Service, Coronado, Safford",32.71,-109.91200000000003,Incomplete
PHD204,2016-01-21,784,400,Sycamore Piles,NA,"Bureau of Land Management, NA, Phoenix (PHD)",34.347,-112.01947799999999,Complete
XXH1601P,2016-01-21,5,2,Garden Canyon Piles,Pile,"Department of Defense, NA, Ft Huachuca",31.474823446161736,-110.34645729064943,Complete
ASF0214P,2016-01-21,1,1,BMRD RCRX Piles,Pile,"U.S. Forest Service, Apache Sitgreaves, Black Mesa",34.39895099555328,-110.56237029266356,Complete
PNF0337P,2016-01-21,40,20,West Zone Piles,Pile,"U.S. Forest Service, Prescott, Bradshaw",34.474326420604235,-112.5071393753509,Complete
TNF0408B,2016-01-21,50,50,Myrtle,Broadcast,"U.S. Forest Service, NA, Payson",34.37976663144917,-111.22699040222165,Complete
PHD204,2016-01-22,400,209,Sycamore Piles,NA,"Bureau of Land Management, NA, Phoenix (PHD)",34.347,-112.01947799999999,Complete
PNF0337P,2016-01-22,20,5,West Zone Piles,Pile,"U.S. Forest Service, Prescott, Bradshaw",34.4631743680173,-112.5068990321355,Complete
TNF0408B,2016-01-22,50,50,Myrtle,Broadcast,"U.S. Forest Service, NA, Payson",34.37502040593585,-111.22724789428707,Complete
TNF0408P,2016-01-25,100,54,Myrtle,Pile,"U.S. Forest Service, NA, Payson",34.411,-111.21299999999997,Complete
PNF0337P,2016-01-25,30,17,West Zone Piles,Pile,"U.S. Forest Service, Prescott, Bradshaw",34.45744207313475,-112.49244515781663,Complete
PNF0337P,2016-01-25,30,6,West Zone Piles,Pile,"U.S. Forest Service, Prescott, Bradshaw",34.51224360318561,-112.4465600712332,Complete
PHD204,2016-01-26,175,175,Sycamore Piles,NA,"Bureau of Land Management, NA, Phoenix (PHD)",34.347,-112.01947799999999,Complete
CRD0012B,2016-01-26,27,27,Mittry South,Broadcast,"Bureau of Land Management, Colorado River, Colorado River (CRD)",32.82,-114.48699999999997,Complete
TNF0408P,2016-01-26,100,0,Myrtle,Pile,"U.S. Forest Service, NA, Payson",34.3300241701057,-111.18536251831051,Incomplete
PNF0337P,2016-01-26,50,12,West Zone Piles,Pile,"U.S. Forest Service, Prescott, Bradshaw",34.46221193048115,-112.42072501042765,Complete
PNF0337P,2016-01-27,30,0,West Zone Piles,Pile,"U.S. Forest Service, Prescott, Bradshaw",34.51218701599357,-112.44613093088753,Incomplete
PNF0337P,2016-01-27,30,0,West Zone Piles,Pile,"U.S. Forest Service, Prescott, Bradshaw",34.53911472452422,-112.57158104211464,Incomplete
TNF0403P,2016-01-27,182,0,Verde,Pile,"U.S. Forest Service, NA, Payson",34.38136950661579,-111.26534097290039,Incomplete
COF0532P,2016-01-27,50,20,Mountainaire,Pile,"U.S. Forest Service, Coconino, Flagstaff (COF)",35.08632131698521,-111.61133255004876,Complete
CNF0417B,2016-01-27,500,75,Galiuros (Muleshoe unit),Broadcast,"U.S. Forest Service, Coronado, Safford",32.44807412824926,-110.21642797851564,Complete
PNF0337P,2016-01-28,30,8,West Zone Piles,Pile,"U.S. Forest Service, Prescott, Bradshaw",34.51181925307705,-112.44530694789626,Complete
PNF0337P,2016-01-28,30,5,West Zone Piles,Pile,"U.S. Forest Service, Prescott, Bradshaw",34.53201595820321,-112.57171838221745,Complete
COF0532P,2016-01-28,50,20,Mountainaire,Pile,"U.S. Forest Service, Coconino, Flagstaff (COF)",35.091237558191686,-111.59811462402342,Complete
CNF0417B,2016-01-28,500,75,Galiuros (Muleshoe unit),Broadcast,"U.S. Forest Service, Coronado, Safford",32.453868392619164,-110.22329443359376,Complete
TNF0403P,2016-01-28,182,182,Verde,Pile,"U.S. Forest Service, NA, Payson",34.38,-111.26999999999998,Complete
TNF0403B,2016-01-29,182,182,Verde,Broadcast,"U.S. Forest Service, NA, Payson",34.311,-111.351,Complete
PNF0337P,2016-01-29,30,4,West Zone Piles,Pile,"U.S. Forest Service, Prescott, Bradshaw",34.51215872858841,-112.44166772460937,Complete
PNF0337P,2016-01-29,20,20,West Zone Piles,Pile,"U.S. Forest Service, Prescott, Bradshaw",34.53009266611863,-112.577623556111,Complete
CNF0417B,2016-01-29,250,10,Galiuros (Muleshoe unit),Broadcast,"U.S. Forest Service, Coronado, Safford",32.44923301093082,-110.21780126953126,Complete
COF0532P,2016-01-29,100,100,Mountainaire,Pile,"U.S. Forest Service, Coconino, Flagstaff (COF)",35.089552023162646,-111.59056152343749,Complete
PNF0337P,2016-02-01,30,0,West Zone Piles,Pile,"U.S. Forest Service, Prescott, Bradshaw",34.45719436986715,-112.50586906387377,Incomplete
PNF0337P,2016-02-01,30,0,West Zone Piles,Pile,"U.S. Forest Service, Prescott, Bradshaw",34.51201725472643,-112.44983879148401,Incomplete
TNF0106P,2016-02-02,5,0,Misc District Piles,Pile,"U.S. Forest Service, NA, Cave Creek",33.72465587654683,-111.66249923706056,Incomplete
TNF0401P,2016-02-02,2,2,Payson Pits,Pile,"U.S. Forest Service, NA, Payson",34.268,-111.31700000000001,Complete
TNF0401P,2016-02-03,2,2,Payson Pits,Pile,"U.S. Forest Service, NA, Payson",34.258707448624214,-111.19529208374024,Complete
PNF0337P,2016-02-05,30,5,West Zone Piles,Pile,"U.S. Forest Service, Prescott, Bradshaw",34.457484546120114,-112.5058004160868,Complete
TNF0408P,2016-02-08,200,0,Myrtle,Pile,"U.S. Forest Service, NA, Payson",34.3782790374682,-111.17658633041378,Incomplete
GCP0305P,2016-02-09,3,1,Inner Canyon Piles,Pile,"National Park Service, NA, Grand Canyon Park",36.075702645700716,-112.12971858978273,Complete
AZIMR1606B,2016-02-09,25,25,Research Burns 2016 Fields,Broadcast,"U.S. Fish & Wildlife Service, NA, Imperial",32.9,-114.46659999999997,Complete
TNF0401P,2016-02-09,2,2,Payson Pits,Pile,"U.S. Forest Service, NA, Payson",34.38963046694982,-111.28232440185548,Complete
GCP0305P,2016-02-10,3,1,Inner Canyon Piles,Pile,"National Park Service, NA, Grand Canyon Park",36.07566795980935,-112.12967567443849,Complete
TNF0403P,2016-02-10,200,0,Verde,Pile,"U.S. Forest Service, NA, Payson",34.383352886185406,-111.32027261352533,Incomplete
GCP0305P,2016-02-11,3,0,Inner Canyon Piles,Pile,"National Park Service, NA, Grand Canyon Park",36.07663915898451,-112.12950401306153,Incomplete
TNF0403P,2016-02-11,91,0,Verde,Pile,"U.S. Forest Service, NA, Payson",34.38462789110015,-111.32327668762207,Incomplete
TNF0403B,2016-02-11,291,0,Verde,Broadcast,"U.S. Forest Service, NA, Payson",34.38292788023252,-111.3209592590332,Incomplete
TNF0301P,2016-02-11,10,0,Mesa RD Admin/Rec Site Piles,Pile,"U.S. Forest Service, NA, Mesa",33.54445320439206,-111.64344372558594,Incomplete
TNF0405B,2016-02-16,3000,33,Payson,Broadcast,"U.S. Forest Service, NA, Payson",34.326,-111.28199999999998,Complete
CNF0417B,2016-02-17,500,40,Galiuros (Muleshoe unit),Broadcast,"U.S. Forest Service, Coronado, Safford",32.49383865923349,-110.21917456054689,Complete
TNF0405B,2016-02-17,3000,1000,Payson,Broadcast,"U.S. Forest Service, NA, Payson",34.32245579368245,-111.26483386230467,Complete
CNF0417B,2016-02-18,500,0,Galiuros (Muleshoe unit),Broadcast,"U.S. Forest Service, Coronado, Safford",32.49441780798706,-110.2088748779297,Incomplete
TNF0106P,2016-02-18,5,5,Misc District Piles,Pile,"U.S. Forest Service, NA, Cave Creek",33.72208591704698,-111.66181259155275,Complete
CNF0417B,2016-02-19,250,0,Galiuros (Muleshoe unit),Broadcast,"U.S. Forest Service, Coronado, Safford",32.496155231875825,-110.21230810546876,Incomplete
ADOT1209B,2016-02-22,15,1,Arizona Department of Transportation hwy 89-A houserock valley,Broadcast,"Arizona Department of Transportation (ADOT), NA, Arizona (ADOT)",36.707,-111.78300000000002,Complete
CRD0016B,2016-02-22,1000,0,Blue Tank,Broadcast,"Bureau of Land Management, Colorado River, Colorado River (CRD)",35,-113.83600000000001,Incomplete
TNF0405B,2016-02-22,115,6,Payson,Broadcast,"U.S. Forest Service, NA, Payson",34.24508395758263,-111.26629298400877,Complete
TNF0405B,2016-02-23,617,0,Payson,Broadcast,"U.S. Forest Service, NA, Payson",34.22940234558786,-111.265434677124,Incomplete
ADOT1209B,2016-02-24,15,5,Arizona Department of Transportation hwy 89-A houserock valley,Broadcast,"Arizona Department of Transportation (ADOT), NA, Arizona (ADOT)",36.707,-111.78300000000002,Complete
CRD0016B,2016-02-24,1000,400,Blue Tank,Broadcast,"Bureau of Land Management, Colorado River, Colorado River (CRD)",35,-113.83600000000001,Complete
ADOT1209B,2016-02-25,15,5,Arizona Department of Transportation hwy 89-A houserock valley,Broadcast,"Arizona Department of Transportation (ADOT), NA, Arizona (ADOT)",36.707,-111.78300000000002,Complete
CRD0016B,2016-02-25,300,400,Blue Tank,Broadcast,"Bureau of Land Management, Colorado River, Colorado River (CRD)",35,-113.83600000000001,Complete
XXH1602B,2016-02-25,1100,1100,Golf Course,Broadcast,"Department of Defense, NA, Ft Huachuca",31.543315793562748,-110.31306915283204,Complete
TNF0301P,2016-02-25,10,10,Mesa RD Admin/Rec Site Piles,Pile,"U.S. Forest Service, NA, Mesa",33.536440776582495,-111.42989697265625,Complete
ADOT1209B,2016-02-29,15,4,Arizona Department of Transportation hwy 89-A houserock valley,Broadcast,"Arizona Department of Transportation (ADOT), NA, Arizona (ADOT)",36.707,-111.78300000000002,Complete
ADOT1209B,2016-03-01,15,7,Arizona Department of Transportation hwy 89-A houserock valley,Broadcast,"Arizona Department of Transportation (ADOT), NA, Arizona (ADOT)",36.707,-111.78300000000002,Complete
ADOT1111bB,2016-03-01,10,0,Tumbleweed burning on SR389,Broadcast,"Arizona Department of Transportation (ADOT), NA, Arizona (ADOT)",36.95509741424101,-112.96099635449218,Incomplete
ASD2001P,2016-03-01,30,0,AZ-Strip District Fuel Breaks Pile Burn,Pile,"Bureau of Land Management, NA, Arizona Strip (ASD)",36.35510766879434,-113.12166699981691,Incomplete
XXH1605B,2016-03-01,1592,150,Fortwide FY16,Broadcast,"Department of Defense, NA, Ft Huachuca",31.5579809690757,-110.3650396347046,Complete
ADOT1209B,2016-03-02,15,10,Arizona Department of Transportation hwy 89-A houserock valley,Broadcast,"Arizona Department of Transportation (ADOT), NA, Arizona (ADOT)",36.707,-111.78300000000002,Complete
XXH1605B,2016-03-02,1592,456,Fortwide FY16,Broadcast,"Department of Defense, NA, Ft Huachuca",31.590631044238968,-110.31718902587892,Complete
ASF0774B,2016-03-02,100,60,Rodeo-Chediski Broadcast East,Broadcast,"U.S. Forest Service, Apache Sitgreaves, Lakeside",34.227800844564015,-110.27151527254284,Complete
COF0737B,2016-03-02,1000,1000,Bar T Bar,Broadcast,"U.S. Forest Service, Coconino, Flagstaff (COF)",NA,NA,Complete
ADOT1209B,2016-03-03,15,0,Arizona Department of Transportation hwy 89-A houserock valley,Broadcast,"Arizona Department of Transportation (ADOT), NA, Arizona (ADOT)",36.707,-111.78300000000002,Incomplete
ASF0774B,2016-03-03,300,240,Rodeo-Chediski Broadcast East,Broadcast,"U.S. Forest Service, Apache Sitgreaves, Lakeside",34.22922014108144,-110.2621854756577,Complete
ASF0630B,2016-03-03,454,454,Mineral Broadcast,Broadcast,"U.S. Forest Service, Apache Sitgreaves, Springerville",34.20035037491966,-109.65539528656006,Complete
PNF0509P,2016-03-03,2,2,East Side Piles,Pile,"U.S. Forest Service, Prescott, Verde",34.68169200862269,-112.0021792117916,Complete
PNF0509P,2016-03-03,2,2,East Side Piles,Pile,"U.S. Forest Service, Prescott, Verde",34.72165932890126,-112.05141167689021,Complete
ASF0774B,2016-03-04,300,300,Rodeo-Chediski Broadcast East,Broadcast,"U.S. Forest Service, Apache Sitgreaves, Lakeside",34.23,-110.26099999999997,Complete
TNF0401P,2016-03-04,1,1,Payson Pits,Pile,"U.S. Forest Service, NA, Payson",34.25877838801951,-111.19520625305177,Complete
ASF0630B,2016-03-04,992,0,Mineral Broadcast,Broadcast,"U.S. Forest Service, Apache Sitgreaves, Springerville",34.19222178839688,-109.585142868042,Incomplete
ASF0774B,2016-03-05,300,300,Rodeo-Chediski Broadcast East,Broadcast,"U.S. Forest Service, Apache Sitgreaves, Lakeside",NA,NA,Complete
CNF0417B,2016-03-07,500,250,Galiuros (Muleshoe unit),Broadcast,"U.S. Forest Service, Coronado, Safford",32.50194640246553,-110.21711462402345,Complete
CNF0417B,2016-03-08,500,0,Galiuros (Muleshoe unit),Broadcast,"U.S. Forest Service, Coronado, Safford",32.50484184792196,-110.21574133300783,Incomplete
COF0605P,2016-03-08,5,1,Red Rock Piles,Pile,"U.S. Forest Service, Coconino, Red Rock",34.72564454299369,-111.55090921950153,Complete
PNF0509P,2016-03-08,5,0,East Side Piles,Pile,"U.S. Forest Service, Prescott, Verde",34.69817098967129,-112.13914781817607,Incomplete
ASD2001P,2016-03-09,20,20,AZ-Strip District Fuel Breaks Pile Burn,Pile,"Bureau of Land Management, NA, Arizona Strip (ASD)",36.35528047978992,-113.12153825378408,Complete
XXH1605B,2016-03-10,1600,1600,Fortwide FY16,Broadcast,"Department of Defense, NA, Ft Huachuca",31.60539842938828,-110.34087829589845,Complete
CNF0417B,2016-03-10,500,350,Galiuros (Muleshoe unit),Broadcast,"U.S. Forest Service, Coronado, Safford",32.497313495824734,-110.2143680419922,Complete
ASF0630B,2016-03-10,992,694,Mineral Broadcast,Broadcast,"U.S. Forest Service, Apache Sitgreaves, Springerville",34.190269391091775,-109.58780361938477,Complete
COF0610B,2016-03-10,700,700,Cedar Flat Broadcast,Broadcast,"U.S. Forest Service, Coconino, Red Rock",34.602,-111.60899999999998,Complete
CNF0417B,2016-03-11,3000,1800,Galiuros (Muleshoe unit),Broadcast,"U.S. Forest Service, Coronado, Safford",32.468352423271895,-110.21780126953126,Complete
CNF0417B,2016-03-12,2500,400,Galiuros (Muleshoe unit),Broadcast,"U.S. Forest Service, Coronado, Safford",32.506,-110.25900000000001,Complete
COF0737B,2016-03-12,15,15,Bar T Bar,Broadcast,"U.S. Forest Service, Coconino, Flagstaff (COF)",34.73161191238825,-111.04234387207032,Complete
CNF0417B,2016-03-13,2500,2500,Galiuros (Muleshoe unit),Broadcast,"U.S. Forest Service, Coronado, Safford",32.506,-110.25900000000001,Complete
CNF0417B,2016-03-14,2500,2000,Galiuros (Muleshoe unit),Broadcast,"U.S. Forest Service, Coronado, Safford",32.506,-110.25900000000001,Complete
ASF323B,2016-03-14,250,250,Sunset,Broadcast,"U.S. Forest Service, Apache Sitgreaves, Clifton",33.10056058939256,-109.07590560913087,Complete
CNF0417B,2016-03-15,4000,2800,Galiuros (Muleshoe unit),Broadcast,"U.S. Forest Service, Coronado, Safford",32.506,-110.25900000000001,Complete
ASF323B,2016-03-15,1000,1000,Sunset,Broadcast,"U.S. Forest Service, Apache Sitgreaves, Clifton",33.117240157861694,-109.08139877319337,Complete
CNF0417B,2016-03-16,2500,300,Galiuros (Muleshoe unit),Broadcast,"U.S. Forest Service, Coronado, Safford",32.465455803475805,-110.23908728027345,Complete
ASF0628B,2016-03-16,898,853,Greer WUI,Broadcast,"U.S. Forest Service, Apache Sitgreaves, Springerville",34.11860973032898,-109.4851560783386,Complete
COF0214B,2016-03-17,250,250,Pete,Broadcast,"U.S. Forest Service, Coconino, Flagstaff (COF)",35.39257665166618,-111.5856494384766,Complete
ASF323B,2016-03-17,1000,1000,Sunset,Broadcast,"U.S. Forest Service, Apache Sitgreaves, Clifton",33.12126578616568,-109.08414535522462,Complete
ASF323B,2016-03-18,814,814,Sunset,Broadcast,"U.S. Forest Service, Apache Sitgreaves, Clifton",33.119540539486614,-109.08071212768556,Complete
ADOT1601NEP,2016-03-21,1,1,US 180 MP 373 - 392,Pile,"Arizona Department of Transportation (ADOT), NA, Arizona (ADOT)",34.285476561980964,-109.36858825683595,Complete
ASF314,2016-03-21,1250,0,Mesa Re-Entry Block C,NA,"U.S. Forest Service, Apache Sitgreaves, Clifton",33.34475702938758,-109.35090713500978,Incomplete
ASF0773B,2016-03-21,300,0,Lakeside East Broadcast,Broadcast,"U.S. Forest Service, Apache Sitgreaves, Lakeside",34.19840628864741,-109.70415536499024,Incomplete
ASF0774B,2016-03-21,300,0,Rodeo-Chediski Broadcast East,Broadcast,"U.S. Forest Service, Apache Sitgreaves, Lakeside",34.23251283087329,-110.2702449951172,Incomplete
ASF314,2016-03-23,1250,0,Mesa Re-Entry Block C,NA,"U.S. Forest Service, Apache Sitgreaves, Clifton",33.34590423925249,-109.35537033081056,Incomplete
COF0522B,2016-03-23,114,114,Mint West,Broadcast,"U.S. Forest Service, Coconino, Flagstaff (COF)",34.902851328340816,-111.44103637485762,Complete
ASF0774B,2016-03-23,800,350,Rodeo-Chediski Broadcast East,Broadcast,"U.S. Forest Service, Apache Sitgreaves, Lakeside",34.22825503279376,-110.26543847656251,Complete
XXH1605B,2016-03-24,56,54,Fortwide FY16,Broadcast,"Department of Defense, NA, Ft Huachuca",31.54477875744534,-110.335213470459,Complete
ASF314,2016-03-24,1250,800,Mesa Re-Entry Block C,NA,"U.S. Forest Service, Apache Sitgreaves, Clifton",33.35221362332715,-109.35537033081056,Complete
ASF0774B,2016-03-24,400,360,Rodeo-Chediski Broadcast East,Broadcast,"U.S. Forest Service, Apache Sitgreaves, Lakeside",34.229106609631636,-110.26612512207032,Complete
ASF314,2016-03-25,1500,751,Mesa Re-Entry Block C,NA,"U.S. Forest Service, Apache Sitgreaves, Clifton",33.33098933215698,-109.35331039428712,Complete
COF0214B,2016-03-28,300,0,Pete,Broadcast,"U.S. Forest Service, Coconino, Flagstaff (COF)",35.425875217833784,-111.65817637023923,Incomplete
COF740B,2016-03-28,1000,0,Clints,Broadcast,"U.S. Forest Service, Coconino, Mogollon",34.626372455451985,-111.30851593017576,Incomplete
MCP-TZP1601PP,2016-03-30,5,4,Montezuma Castle/Tuzigoot Piles,Pile,"National Park Service, NA, Montezuma Castle",34.76793006947297,-112.02219448089596,Complete
CNF0415B,2016-03-30,20,0,Turkey Flat,Broadcast,"U.S. Forest Service, Coronado, Safford",32.63368703571585,-109.81584201049805,Incomplete
TNF0401P,2016-03-30,1,1,Payson Pits,Pile,"U.S. Forest Service, NA, Payson",34.069726023937214,-110.97642382812501,Complete
COF0703P,2016-03-30,1,1,Bly Pit,Pile,"U.S. Forest Service, Coconino, Mogollon",34.677952797524824,-111.12005993652343,Complete
ADOT1601NEP,2016-03-31,0.5,1,US 180 MP 373 - 392,Pile,"Arizona Department of Transportation (ADOT), NA, Arizona (ADOT)",34.285476561980964,-109.36858825683595,Complete
CNF0410P,2016-03-31,10,10,Safford Misc. Piles,Pile,"U.S. Forest Service, Coronado, Safford",32.66983700369364,-109.78866130065921,Complete
KNF0421B,2016-04-03,264,123,Tusayan East,Broadcast,"U.S. Forest Service, Kaibab, Tusayan",35.98625717627935,-112.09506066131593,Complete
ASF314,2016-04-04,1500,1500,Mesa Re-Entry Block C,NA,"U.S. Forest Service, Apache Sitgreaves, Clifton",33.318940812041404,-109.34301071166993,Complete
KNF0421B,2016-04-04,264,141,Tusayan East,Broadcast,"U.S. Forest Service, Kaibab, Tusayan",35.98431253595151,-112.0980647354126,Complete
KNF0130B,2016-04-05,267,201,Kendrick,Broadcast,"U.S. Forest Service, Kaibab, Williams",35.4402886033169,-111.89107360839841,Complete
ASF314,2016-04-05,1500,1500,Mesa Re-Entry Block C,NA,"U.S. Forest Service, Apache Sitgreaves, Clifton",33.30115185710635,-109.33889083862306,Complete
CNF0415B,2016-04-05,20,20,Turkey Flat,Broadcast,"U.S. Forest Service, Coronado, Safford",32.63614455828241,-109.81670031738281,Complete
COF0245B,2016-04-06,380,380,Woody,Broadcast,"U.S. Forest Service, Coconino, Flagstaff (COF)",35.10433438273293,-111.73298233032227,Complete
ASF314,2016-04-06,1500,1500,Mesa Re-Entry Block C,NA,"U.S. Forest Service, Apache Sitgreaves, Clifton",33.29541271039349,-109.32309799194337,Complete
KNF0130B,2016-04-06,524,524,Kendrick,Broadcast,"U.S. Forest Service, Kaibab, Williams",35.40500000000004,-111.90917980957033,Complete
CNF0415B,2016-04-06,20,0,Turkey Flat,Broadcast,"U.S. Forest Service, Coronado, Safford",32.63665051043144,-109.81678614807129,Incomplete
ASF0630B,2016-04-06,1051,945,Mineral Broadcast,Broadcast,"U.S. Forest Service, Apache Sitgreaves, Springerville",34.16257598238738,-109.54098297882081,Complete
COF0245B,2016-04-07,700,630,Woody,Broadcast,"U.S. Forest Service, Coconino, Flagstaff (COF)",35.15736728262531,-111.73105113983155,Complete
ASF314,2016-04-07,1500,1500,Mesa Re-Entry Block C,NA,"U.S. Forest Service, Apache Sitgreaves, Clifton",33.33557880637044,-109.34301071166993,Complete
ASF314,2016-04-08,1500,1500,Mesa Re-Entry Block C,NA,"U.S. Forest Service, Apache Sitgreaves, Clifton",33.302299641136386,-109.30524520874025,Complete
TNF0301P,2016-04-11,5,5,Mesa RD Admin/Rec Site Piles,Pile,"U.S. Forest Service, NA, Mesa",33.53529608340549,-111.44156994628906,Complete
ASF314,2016-04-11,140,140,Mesa Re-Entry Block C,NA,"U.S. Forest Service, Apache Sitgreaves, Clifton",33.30172575100946,-109.30181198120118,Complete
PNF0509P,2016-04-12,5,0,East Side Piles,Pile,"U.S. Forest Service, Prescott, Verde",34.698121590455784,-112.13930231236759,Incomplete
ASF0630B,2016-04-13,388,0,Mineral Broadcast,Broadcast,"U.S. Forest Service, Apache Sitgreaves, Springerville",34.19035813740439,-109.61307002830506,Incomplete
PNF0509P,2016-04-13,15,15,East Side Piles,Pile,"U.S. Forest Service, Prescott, Verde",34.69615981881371,-112.14362816020753,Complete
COF0532B,2016-04-14,6,1,Mountainaire,Broadcast,"U.S. Forest Service, Coconino, Flagstaff (COF)",35.076487945574236,-111.67501892089842,Complete
PNF1104B,2016-04-15,3,3,West Zone Crush,Broadcast,"U.S. Forest Service, Prescott, Bradshaw",34.49584646100072,-112.45202362060547,Complete
PNF1104B,2016-04-16,3,2,West Zone Crush,Broadcast,"U.S. Forest Service, Prescott, Bradshaw",34.48280123101656,-112.44392113341485,Complete
COF740B,2016-04-20,1071,900,Clints,Broadcast,"U.S. Forest Service, Coconino, Mogollon",34.63302638384696,-111.31282501220704,Complete
COF0248B,2016-04-20,480,90,East Side Project Broadcast,Broadcast,"U.S. Forest Service, Coconino, Flagstaff (COF)",35.16661044037475,-111.62981176757813,Complete
COF740B,2016-04-21,488,0,Clints,Broadcast,"U.S. Forest Service, Coconino, Mogollon",34.62264426266711,-111.31436996459962,Incomplete
COF740B,2016-04-26,600,0,Clints,Broadcast,"U.S. Forest Service, Coconino, Mogollon",34.60470202584598,-111.33084945678712,Incomplete
COF0214B,2016-04-27,300,240,Pete,Broadcast,"U.S. Forest Service, Coconino, Flagstaff (COF)",35.41608295005839,-111.66864771423343,Complete
COF0532P,2016-04-27,860,860,Mountainaire,Pile,"U.S. Forest Service, Coconino, Flagstaff (COF)",35.0633866490411,-111.65399040222167,Complete
KNF0319P,2016-04-27,200,41,Misc. District Piles,Pile,"U.S. Forest Service, Kaibab, North Kaibab",36.71599237274295,-112.213408782959,Complete
COF740B,2016-04-27,600,475,Clints,Broadcast,"U.S. Forest Service, Coconino, Mogollon",34.605055256900805,-111.33205108642579,Complete
PNF0337P,2016-04-28,1,1,West Zone Piles,Pile,"U.S. Forest Service, Prescott, Bradshaw",34.45476686865578,-112.45993248883076,Complete
PNF0337P,2016-04-28,60,0,West Zone Piles,Pile,"U.S. Forest Service, Prescott, Bradshaw",34.45471025217958,-112.50507944406615,Incomplete
PNF0337P,2016-04-28,1,1,West Zone Piles,Pile,"U.S. Forest Service, Prescott, Bradshaw",34.46308943645232,-112.44407095769327,Complete
