Ignition Date,Agency,Office,District,Burn Number,Burn Name,Daily Burn Acres Requested,Acres Burned,Location
3/22/2018,U.S. Forest Service,Coronado,Safford,CNF412B,Little Bull,600,100,(32.522052641730504; -110.22708728027345)
3/23/2018,U.S. Forest Service,,Mesa,TNF0301P,Mesa RD Admin/Rec Site Piles,1,1,(33.529; -111.548)
3/23/2018,U.S. Forest Service,Coronado,Safford,CNF412B,Little Bull,400,10,(32.521473670960255; -110.22365405273439)
3/24/2018,U.S. Forest Service,Coronado,Safford,CNF412B,Little Bull,400,40,(32.52900000883368; -110.22228076171876)
3/25/2018,U.S. Forest Service,Coronado,Safford,CNF412B,Little Bull,700,150,(32.51805233244165; -110.22817980957029)
3/26/2018,U.S. Forest Service,Coronado,Safford,CNF412B,Little Bull,700,0,(32.51626277942255; -110.22159411621095)
3/28/2018,U.S. Forest Service,Kaibab,North Kaibab,KNF0319P,Misc. District Piles ,25,25,(36.69969210955994; -112.28869565566072)
3/29/2018,U.S. Forest Service,Coronado,Safford,CNF412B,Little Bull,1000,350,(32.53525216488429; -110.23876025390626)
3/29/2018,U.S. Forest Service,Kaibab,North Kaibab,KNF0319P,Misc. District Piles ,25,0,(36.69859708165675; -112.29364326235094)
3/30/2018,Department of Defense,,Ft Huachuca,XXH1706B,Fortwide RX,1700,500,(31.644815998160137; -110.26546899414063)
3/30/2018,U.S. Forest Service,Coronado,Safford,CNF412B,Little Bull,1000,350,(32.53293659744714; -110.23010851631687)
3/31/2018,U.S. Forest Service,Coronado,Safford,CNF412B,Little Bull,1000,250,(32.528754648339174; -110.24680786132813)
4/3/2018,U.S. Forest Service,Coconino,Flagstaff (COF),COF0532B,Mountainaire,875,196,(35.08; -111.63999999999999)
4/3/2018,U.S. Forest Service,Apache Sitgreaves,Clifton,ASF325B,Mesa Re-entry Block A,500,200,(33.316; -109.41571399999998)
4/4/2018,U.S. Fish & Wildlife Service,,Imperial ,AZ-IMR-FY19-RX-P1 P,AZ-IMR-FY19-RX P1,1,1,(32.99850914166635; -114.49014835357667)
4/4/2018,U.S. Forest Service,Apache Sitgreaves,Clifton,ASF325B,Mesa Re-entry Block A,500,500,(33.316; -109.41571399999998)
4/4/2018,U.S. Forest Service,Coconino,Flagstaff (COF),COF0532B,Mountainaire,678,678,(35.07503672028989; -111.6597410583496)
4/4/2018,U.S. Forest Service,Coconino,Mogollon ,COF0734B,Upper Beaver Creek,950,875,(34.68844839955988; -111.40417077846268)
4/5/2018,U.S. Forest Service,Coconino,Flagstaff (COF),COF0532B,Mountainaire,295,0,(35.07128982759055; -111.64188827514647)
4/5/2018,U.S. Forest Service,Apache Sitgreaves,Clifton,ASF325B,Mesa Re-entry Block A,500,500,(33.316; -109.41571399999998)
4/5/2018,U.S. Forest Service,Coconino,Mogollon ,COF0734B,Upper Beaver Creek,1000,650,(34.69055150329242; -111.42731073521918)
4/9/2018,U.S. Forest Service,Coconino,Mogollon ,COF0734B,Upper Beaver Creek,600,500,(34.67002626306987; -111.40382743999271)
4/10/2018,Bureau of Land Management,,Arizona Strip (ASD),ASD2002B,Kanab Creek,10,12,(36.76746260299268; -112.6205708465576)
4/10/2018,Department of Defense,,Ft Huachuca,XXH1706B,Fortwide RX,600,600,(31.641016326868214; -110.2527660522461)
4/10/2018,U.S. Forest Service,Coconino,Flagstaff (COF),COF0526B,Lake Mary ,1500,1360,(35.08540608742615; -111.5743177795411)
4/10/2018,U.S. Forest Service,Coconino,Mogollon ,COF0734B,Upper Beaver Creek,1700,325,(34.66477413512126; -111.42482163739532)
4/10/2018,U.S. Forest Service,Coconino,Flagstaff (COF),COF0250B,Munds Park,110,110,(34.93178476764379; -111.63583346483295)
4/17/2018,U.S. Forest Service,Coconino,Mogollon ,COF0734B,Upper Beaver Creek,1500,1500,(34.65839209947082; -111.4288900376987)
4/18/2018,U.S. Fish & Wildlife Service,,Imperial ,AZ-IMR-FY19-RX-P1 P,AZ-IMR-FY19-RX P1,1,1,(32.99850914166635; -114.49014835357667)
4/22/2018,U.S. Forest Service,Kaibab,Williams,KNF0169B,Sunflower,459,344,(35.151846685657894; -112.04552050781251)
4/23/2018,U.S. Forest Service,Coconino,Flagstaff (COF),COF803B,Newman,1300,108,(35.019316848278514; -111.45625804138183)
4/23/2018,U.S. Forest Service,Kaibab,Williams,KNF0169B,Sunflower,1762,1236,(35.15437304239004; -112.06182833862306)
4/24/2018,U.S. Forest Service,Coconino,Mogollon ,COF0734B,Upper Beaver Creek,4000,3800,(34.68575238454705; -111.46696450805666)
4/25/2018,U.S. Forest Service,Kaibab,Tusayan,KNF0438B,Reed,250,250,(35.93454930681819; -112.14559501647949)
5/1/2018,U.S. Forest Service,Kaibab,Tusayan,KNF0438B,Reed,289,0,(35.977; -112.065)
5/7/2018,Arizona Department of Forestry and Fire Management,,Southeast District,A3S302B,Pig Mountain,500,500,(31.833; -111.52600000000001)
5/8/2018,Arizona Department of Forestry and Fire Management,,Southeast District,A3S302B,Pig Mountain,117,117,(31.833; -111.52600000000001)
6/20/2018,Bureau of Land Management,Colorado River,Colorado River (CRD),CRD18B,Red Lake,750,0,(34.72485503442721; -113.33396606445313)
7/13/2018,U.S. Forest Service,Kaibab,Williams,KNF0128P,North Side Piles,1,0,(35.294511893569734; -112.03540298461917)
7/13/2018,U.S. Forest Service,Kaibab,Williams,KNF0133P,South Side Piles,20,20,(35.151793451331336; -112.14520950317381)
7/13/2018,U.S. Forest Service,,Payson,TNF0401P,Payson Pits,1,1,(34.25111658768673; -111.20027026367188)
7/13/2018,U.S. Forest Service,,Payson,TNF0401P,Payson Pits,1,1,(34.35976064135373; -111.41389007568364)
7/13/2018,U.S. Forest Service,,Payson,TNF0401P,Payson Pits,1,1,(34.392630486561295; -111.28256912231444)
7/13/2018,U.S. Forest Service,,Payson,TNF0401P,Payson Pits,1,1,(34.362311343313095; -111.20873327255253)
7/13/2018,U.S. Forest Service,,Payson,TNF0401P,Payson Pits,1,1,(34.079135849139256; -110.97340698242186)
7/15/2018,U.S. Forest Service,Kaibab,Williams,KNF0128P,North Side Piles,1,1,(35.30605001659549; -111.97028808593751)
7/16/2018,U.S. Forest Service,,Payson,TNF0408P,Myrtle,20,20,(34.34037189943216; -111.19282978820797)
7/17/2018,U.S. Forest Service,,Payson,TNF0408P,Myrtle,100,100,(34.33535979606713; -111.18239019591078)
7/17/2018,U.S. Forest Service,Coconino,Mogollon ,COF0703P,Bly Pit,2,2,(34.674; -111.118)
7/18/2018,U.S. Forest Service,,Payson,TNF0408P,Myrtle,100,8,(34.336332184402046; -111.18510502624508)
7/18/2018,U.S. Forest Service,,Tonto Basin,TNF0611P,Misc. Piles,3,0,(33.761; -111.23399999999998)
7/18/2018,U.S. Forest Service,Prescott,Verde,PNF0509P,East Side Piles,50,10,(34.64316993473377; -112.18851244755223)
7/19/2018,U.S. Forest Service,Apache Sitgreaves,Alpine,ASF140P,East Zone Piles (Alpine),5,5,(33.787; -109.07479000000001)
7/19/2018,U.S. Forest Service,Apache Sitgreaves,Alpine,ASF140P,East Zone Piles (Alpine),100,30,(33.932; -109.15930000000003)
7/19/2018,U.S. Forest Service,,Payson,TNF0408P,Myrtle,60,60,(34.33902534937514; -111.19291561889645)
7/19/2018,U.S. Forest Service,Apache Sitgreaves,Springerville,ASF629P,East Zone Piles (Springerville),41,20,(34.020363868432724; -109.46204032194055)
7/20/2018,U.S. Forest Service,Prescott,Verde,PNF0509P,East Side Piles,25,25,(34.64326138242293; -112.18859787224232)
7/20/2018,U.S. Forest Service,Apache Sitgreaves,Springerville,ASF629P,East Zone Piles (Springerville),41,5,(34.024233774178526; -109.46455517578119)
7/21/2018,U.S. Forest Service,,Tonto Basin,TNF0611P,Misc. Piles,1,1,(33.761; -111.23399999999998)
7/21/2018,U.S. Forest Service,Prescott,Verde,PNF0509P,East Side Piles,20,20,(34.643381431066246; -112.18882874914584)
7/23/2018,U.S. Forest Service,Apache Sitgreaves,Springerville,ASF629P,East Zone Piles (Springerville),21,10,(34.019111787383125; -109.4624952392578)
7/24/2018,U.S. Forest Service,,Payson,TNF0408B,Myrtle,40,40,(34.34271059288362; -111.1817576293945)
7/25/2018,U.S. Forest Service,Apache Sitgreaves,Lakeside,ASF0772P,Lakeside Piles,0.1,0,(34.209; -109.77999999999997)
7/25/2018,U.S. Forest Service,Apache Sitgreaves,Lakeside,ASF0772P,Lakeside Piles,1,0,(34.25975071143796; -110.33048501586916)
8/1/2018,Department of Defense,,Ft Huachuca,XXH1501P,Fort Huachuca Piles,5,2,(31.47083504257363; -110.3559208679199)
8/1/2018,U.S. Forest Service,Prescott,Verde,PNF0509P,East Side Piles,5,5,(34.643387426678785; -112.18913900791108)
8/3/2018,U.S. Forest Service,Apache Sitgreaves,Lakeside,ASF0772P,Lakeside Piles,1,1,(34.348; -110.09699999999998)
8/10/2018,Department of Defense,,Ft Huachuca,XXH1501P,Fort Huachuca Piles,5,5,(31.47105465884829; -110.35549171447752)
8/13/2018,Department of Defense,,Ft Huachuca,XXH1501P,Fort Huachuca Piles,5,3,(31.472299141338617; -110.3581524658203)
8/14/2018,Department of Defense,,Ft Huachuca,XXH1501P,Fort Huachuca Piles,5,5,(31.46834602211646; -110.33823974609373)
8/14/2018,U.S. Forest Service,Prescott,Verde,PNF0509P,East Side Piles,20,20,(34.64159242036212; -112.11269479370116)
8/15/2018,Department of Defense,,Ft Huachuca,XXH1501P,Fort Huachuca Piles,5,5,(31.475812884936346; -110.3500843811035)
8/15/2018,U.S. Forest Service,Prescott,Verde,PNF0509P,East Side Piles,20,20,(34.642; -112.11250000000001)
8/16/2018,Department of Defense,,Ft Huachuca,XXH1501P,Fort Huachuca Piles,5,5,(31.476105690948298; -110.34956939697264)
8/16/2018,U.S. Forest Service,Prescott,Verde,PNF0509P,East Side Piles,20,20,(34.642; -112.11250000000001)
8/17/2018,Department of Defense,,Ft Huachuca,XXH1501P,Fort Huachuca Piles,5,5,(31.473364709937563; -110.3607288360596)
8/18/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,15,6,(34.53333464338539; -112.51640479660034)
8/19/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,10,9,(34.52935727840623; -112.51840036010742)
8/20/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,10,2,(34.52751878772652; -112.51754205322265)
8/21/2018,Department of Defense,,Ft Huachuca,XXH1501P,Fort Huachuca Piles,5,4,(31.455021316806537; -110.37703521728514)
8/21/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,10,2,(34.54477071867065; -112.51788537597656)
8/22/2018,Department of Defense,,Ft Huachuca,XXH1501P,Fort Huachuca Piles,5,3,(31.456192795486402; -110.37772186279295)
8/22/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,10,4,(34.545; -112.51788537597656)
8/22/2018,U.S. Forest Service,Coconino,Mogollon ,COF0703P,Bly Pit,2,2,(34.674; -111.118)
8/23/2018,Department of Defense,,Ft Huachuca,XXH1501P,Fort Huachuca Piles,5,0,(31.45611957849819; -110.377550201416)
8/28/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,10,1,(34.534759366468116; -112.51781667580269)
8/28/2018,U.S. Forest Service,,Payson,TNF0408P,Myrtle,25,20,(34.35880329180299; -111.09338977026004)
8/29/2018,U.S. Forest Service,,Payson,TNF0408P,Myrtle,25,25,(34.35345923686485; -111.09635607340556)
8/29/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,10,1,(34.534165446748595; -112.51634042358398)
8/30/2018,Department of Defense,,Ft Huachuca,XXH1501P,Fort Huachuca Piles,5,2,(31.47215273249265; -110.35780914306639)
8/30/2018,U.S. Forest Service,,Payson,TNF0408P,Myrtle,25,25,(34.349797144452104; -111.10553997802731)
9/4/2018,Arizona Department of Forestry and Fire Management,,Northeast District,A2S1602P,Northeast District Programmatic Piles,22,22,(34.26062966484857; -109.81656152343748)
9/4/2018,Arizona Department of Forestry and Fire Management,,Northeast District,A2S1602P,Northeast District Programmatic Piles,30,30,(34.296374718817766; -109.74652368164061)
9/4/2018,Department of Defense,,Ft Huachuca,XXH1501P,Fort Huachuca Piles,5,3,(31.473031182133248; -110.35798080444334)
9/5/2018,Arizona Department of Forestry and Fire Management,,Northeast District,A2S1602P,Northeast District Programmatic Piles,25,25,(34.29410564351392; -109.74721032714842)
9/5/2018,Department of Defense,,Ft Huachuca,XXH1501P,Fort Huachuca Piles,5,2,(31.473616810646547; -110.36175735473631)
9/6/2018,Department of Defense,,Ft Huachuca,XXH1501P,Fort Huachuca Piles,5,3,(31.47303118213317; -110.36089904785155)
9/7/2018,Department of Defense,,Ft Huachuca,XXH1501P,Fort Huachuca Piles,5,5,(31.474348841135388; -110.36553390502928)
9/8/2018,Department of Defense,,Ft Huachuca,XXH1501P,Fort Huachuca Piles,5,5,(31.455607057978035; -110.377550201416)
9/9/2018,Department of Defense,,Ft Huachuca,XXH1501P,Fort Huachuca Piles,5,5,(31.45677852933166; -110.37995346069334)
9/15/2018,National Park Service,,Grand Canyon Parashant (Mohave County),LAP6012B,Twin West Rx,500,150,(36.086; -113.637)
9/16/2018,National Park Service,,Grand Canyon Parashant (Mohave County),LAP6012B,Twin West Rx,500,342,(36.086; -113.637)
9/17/2018,National Park Service,,Grand Canyon Parashant (Mohave County),LAP6012B,Twin West Rx,500,214,(36.086; -113.637)
9/17/2018,U.S. Forest Service,Prescott,Chino Valley,PNF0341B,Campwood,1500,1500,(34.77812554345905; -112.98219872987994)
9/17/2018,U.S. Forest Service,Apache Sitgreaves,Springerville,ASF632B,Garris West Broadcast / Jackpot,200,100,(34.222; -109.67088000000001)
9/18/2018,Arizona Department of Forestry and Fire Management,,Northern District,AZS1601P,Northern District Programmatic Piles,200,10,(35.207367395416426; -111.80686645507813)
9/18/2018,National Park Service,,Grand Canyon Parashant (Mohave County),LAP6012B,Twin West Rx,100,100,(36.086; -113.637)
9/18/2018,U.S. Forest Service,Prescott,Chino Valley,PNF0341B,Campwood,700,500,(34.78531607690953; -112.98975183105472)
9/18/2018,U.S. Forest Service,Apache Sitgreaves,Springerville,ASF632B,Garris West Broadcast / Jackpot,200,200,(34.222; -109.67090000000002)
9/19/2018,Arizona Department of Forestry and Fire Management,,Northern District,AZS1601P,Northern District Programmatic Piles,200,200,(35.207367395416426; -111.80686645507813)
9/19/2018,National Park Service,,Grand Canyon Parashant (Mohave County),LAP6012B,Twin West Rx,300,120,(36.086; -113.637)
9/24/2018,Arizona Department of Forestry and Fire Management,,Northern District,AZS1601P,Northern District Programmatic Piles,200,200,(35.105; -111.85000000000002)
9/24/2018,U.S. Forest Service,Coconino,Mogollon ,COF736B,Cragin,1200,900,(34.53560836463787; -111.2412449951172)
9/24/2018,U.S. Forest Service,Prescott,Verde,PNF1601B,Agua Fria Grassland Restoration,428,428,(34.349480234294674; -111.95245097351074)
9/25/2018,U.S. Forest Service,Kaibab,Williams,KNF0169B,Sunflower,1393,0,(35.141038607490586; -112.04843875122071)
9/25/2018,U.S. Forest Service,Prescott,Verde,PNF1601B,Agua Fria Grassland Restoration,200,128,(34.34762006545228; -111.95249388885497)
9/26/2018,U.S. Forest Service,Kaibab,Williams,KNF0169B,Sunflower,987,987,(35.12738013945035; -112.06229858398438)
9/26/2018,U.S. Forest Service,Coconino,Mogollon ,COF736B,Cragin,2500,1300,(34.47110035690087; -111.27798052978517)
9/27/2018,U.S. Forest Service,Coconino,Mogollon ,COF736B,Cragin,2500,1800,(34.530376023493666; -111.27077075195313)
9/27/2018,U.S. Forest Service,Kaibab,Williams,KNF0169B,Sunflower,1493,1393,(35.12738013945035; -112.06229858398438)
9/27/2018,U.S. Forest Service,Coconino,Flagstaff (COF),COF0801B,Horseshoe,900,900,(35.43624294207407; -111.75167381136123)
9/28/2018,U.S. Forest Service,Kaibab,Williams,KNF0169B,Sunflower,1351,1351,(35.12738013945035; -112.06229858398438)
9/28/2018,U.S. Forest Service,Coconino,Mogollon ,COF736B,Cragin,2500,1400,(34.50336060104117; -111.26965495300294)
9/28/2018,U.S. Forest Service,Coconino,Flagstaff (COF),COF0801B,Horseshoe,900,900,(35.433445624345396; -111.74837792130563)
9/28/2018,U.S. Forest Service,Coconino,Flagstaff (COF),COF0801B,Horseshoe,870,870,(35.435347812425505; -111.81869044854682)
9/29/2018,U.S. Forest Service,Kaibab,Williams,KNF0169B,Sunflower,2548,2156,(35.12738013945035; -112.06229858398438)
9/30/2018,U.S. Forest Service,Kaibab,Williams,KNF0169B,Sunflower,2548,306,(35.12738013945035; -112.06229858398438)
10/1/2018,Arizona Department of Forestry and Fire Management,,Northern District,AZS1601P,Northern District Programmatic Piles,400,100,(35.5; -111.54000000000002)
10/1/2018,Arizona Department of Forestry and Fire Management,,Northern District,AZS1601P,Northern District Programmatic Piles,400,300,(35.5; -111.45999999999998)
10/2/2018,Arizona Department of Forestry and Fire Management,,Northern District,AZS1601P,Northern District Programmatic Piles,400,400,(35.16098164800345; -111.80837329101564)
10/3/2018,Arizona Department of Forestry and Fire Management,,Northern District,AZS1601P,Northern District Programmatic Piles,300,300,(35.207367395416426; -111.80686645507813)
10/3/2018,U.S. Forest Service,Kaibab,North Kaibab,KNF0319P,Misc. District Piles ,15,15,(36.711220074732395; -112.22628342814)
10/4/2018,U.S. Forest Service,Kaibab,North Kaibab,KNF0319P,Misc. District Piles ,35,35,(36.71361864514561; -112.22267849731446)
10/4/2018,U.S. Forest Service,,Tonto Basin,TNF0611P,Misc. Piles,5,5,(33.761; -111.23399999999998)
10/9/2018,U.S. Forest Service,Coronado,Douglas,CNF113P,Douglas District Wide Piles,10,1,(31.937; -109.96100000000001)
10/9/2018,U.S. Forest Service,Prescott,Verde,PNF0509P,East Side Piles,2,1,(34.58647679682334; -112.05818157768249)
10/10/2018,Arizona Department of Forestry and Fire Management,,Northern District,AZS1601P,Northern District Programmatic Piles,200,1,(35.19; -111.76298700000001)
10/10/2018,U.S. Forest Service,Prescott,Verde,PNF0509P,East Side Piles,50,50,(34.66284479973806; -112.14470964050292)
10/10/2018,U.S. Forest Service,Coconino,Flagstaff (COF),COF0224P,Flagstaff RD Piles,663,663,(35.06306980778405; -111.61790719604494)
10/10/2018,U.S. Forest Service,Apache Sitgreaves,Alpine,ASF140P,East Zone Piles (Alpine),2,2,(33.859; -109.08280000000002)
10/11/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,5,5,(34.49371161248644; -112.54543702697754)
10/11/2018,U.S. Forest Service,,Tonto Basin,TNF0611P,Misc. Piles,2,2,(33.761; -111.23399999999998)
10/11/2018,U.S. Forest Service,Coronado,Douglas,CNF113P,Douglas District Wide Piles,10,1,(31.937; -109.96100000000001)
10/11/2018,U.S. Forest Service,Kaibab,North Kaibab,KNF0319P,Misc. District Piles ,50,4,(36.40515769422009; -112.13043284497411)
10/12/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,10,10,(34.49413605532647; -112.5448362121582)
10/13/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.49208456158526; -112.54380624389648)
10/13/2018,U.S. Forest Service,Coconino,Mogollon ,COF0703P,Bly Pit,2,2,(34.674; -111.118)
10/13/2018,U.S. Forest Service,Coconino,Mogollon ,COF738P,Misc Piles Mogollon Rim,1,1,(34.6088872811872; -111.18604681396482)
10/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,15,15,(34.494984934525135; -112.54646699523925)
10/15/2018,U.S. Forest Service,Apache Sitgreaves,Alpine,ASF140P,East Zone Piles (Alpine),350,200,(33.85504201143801; -109.09138551330568)
10/15/2018,U.S. Forest Service,Apache Sitgreaves,Black Mesa,ASF0215P,Scattered Piles,2,2,(34.443919790478795; -110.53869949340821)
10/15/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.508; -112.476)
10/16/2018,Arizona Department of Forestry and Fire Management,,Northern District,AZS1601P,Northern District Programmatic Piles,250,250,(35.116; -111.7885)
10/16/2018,Arizona Department of Forestry and Fire Management,,Northern District,AZS1601P,Northern District Programmatic Piles,20,20,(35.175; -111.75530000000003)
10/16/2018,U.S. Forest Service,Coconino,Flagstaff (COF),COF0224P,Flagstaff RD Piles,20,20,(35.08793599665817; -111.6752077196669)
10/16/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,25,25,(34.492155303588845; -112.54208963012695)
10/16/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,25,10,(34.512172878767316; -112.47720162963867)
10/16/2018,U.S. Forest Service,Kaibab,Williams,KNF0128P,North Side Piles,35,26,(35.35060601338084; -112.0917079162598)
10/16/2018,U.S. Forest Service,Kaibab,North Kaibab,KNF0319P,Misc. District Piles ,20,20,(36.50516803060314; -112.14422924804688)
10/17/2018,Arizona Department of Forestry and Fire Management,,Northeast District,A2S1602P,Northeast District Programmatic Piles,20,7,(34.263467129156496; -109.82892114257811)
