Ignition Date,Agency,Office,District,Burn Number,Burn Name,Daily Burn Acres Requested,Acres Burned,Location
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
12/14/2018,U.S. Forest Service,Prescott,Bradshaw,PNF0337P,West Zone Piles,20,20,(34.483665834678646; -112.46913354492187)
